date,HDFCBANK,ICICIBANK,SBIN,TCS,INFY,WIPRO,RELIANCE,ONGC,HINDUNILVR,ITC,MARUTI,M&M,SUNPHARMA,DRREDDY,TATASTEEL,ULTRACEMCO
2026-05-07,1570.39,963.0,610.77,3769.45,1831.18,357.98,1793.08,231.88,2278.69,413.46,10959.44,2346.84,1848.0,5736.97,123.23,12625.98
2026-05-08,1575.06,966.54,614.09,3760.61,1778.59,355.22,1799.69,232.99,2309.7,414.76,10945.26,2355.82,1849.49,5729.1,122.59,12533.54
2026-05-11,1551.45,958.52,612.67,3710.13,1763.24,357.11,1792.88,232.12,2312.85,409.05,10952.34,2371.52,1806.69,5677.12,122.55,12526.08
2026-05-12,1564.1,973.7,606.52,3628.25,1766.75,352.08,1799.4,237.49,2280.98,415.48,11010.27,2407.34,1811.87,5675.1,123.48,12428.6
2026-05-13,1555.73,942.14,597.0,3562.68,1806.36,349.36,1780.33,238.34,2269.92,411.62,10859.6,2409.04,1833.6,5630.77,121.3,12043.81
2026-05-14,1514.01,923.23,598.38,3457.53,1752.88,340.76,1799.54,225.9,2292.18,408.56,10627.75,2423.7,1846.03,5629.7,116.3,11992.27
2026-05-15,1508.53,904.85,584.45,3339.1,1723.29,336.49,1766.48,219.67,2269.89,407.09,10451.15,2384.01,1835.24,5579.03,113.05,11952.8
2026-05-18,1502.84,878.96,603.77,3304.6,1763.56,335.26,1756.87,220.57,2233.04,408.91,10444.11,2400.09,1811.41,5605.0,114.36,11937.54
2026-05-19,1517.4,878.45,616.31,3399.48,1799.82,348.1,1794.72,223.88,2295.57,415.15,10722.45,2476.55,1855.72,5602.8,120.75,11908.55
2026-05-20,1505.4,868.99,620.93,3402.86,1815.2,351.11,1802.45,226.02,2312.77,415.76,10790.77,2461.5,1878.79,5538.12,121.16,11934.78
2026-05-21,1495.11,865.83,633.6,3442.79,1815.59,344.3,1772.94,228.62,2309.42,415.1,10848.31,2447.17,1893.08,5692.57,119.82,11708.64
2026-05-22,1504.48,880.31,637.01,3466.13,1827.85,348.54,1799.75,231.65,2304.97,414.32,11016.53,2447.63,1917.81,5693.52,118.79,11584.36
2026-05-25,1519.84,886.22,639.17,3537.08,1868.41,349.75,1822.8,234.31,2347.25,417.84,11312.46,2513.25,1955.44,5703.45,122.38,11589.35
2026-05-26,1527.12,875.77,639.95,3512.42,1852.92,347.75,1805.11,227.82,2337.95,423.44,11261.52,2518.07,1958.32,5825.22,120.38,11729.19
2026-05-27,1526.11,872.27,636.08,3516.63,1866.22,347.64,1820.21,224.99,2357.99,421.46,11113.17,2503.87,1934.01,5823.97,120.21,11639.38
2026-05-28,1559.27,891.7,633.45,3579.81,1852.89,349.44,1853.94,229.42,2385.93,423.17,11281.62,2572.24,1912.49,5929.85,123.77,11670.57
2026-05-29,1560.57,883.22,634.71,3573.58,1867.86,355.39,1836.99,226.42,2397.55,423.13,11308.26,2608.68,1929.86,5941.97,125.33,11993.83
2026-06-01,1562.18,883.03,641.05,3646.64,1898.96,357.52,1903.03,232.85,2422.93,432.75,11452.01,2670.29,1968.57,6001.81,128.51,12185.05
2026-06-02,1579.28,890.63,650.6,3673.44,1887.19,355.13,1920.1,236.82,2421.35,435.7,11439.77,2662.67,1986.26,5997.68,129.74,12251.9
2026-06-03,1557.15,879.67,640.39,3610.28,1864.92,347.18,1894.89,233.92,2427.84,432.66,11197.31,2635.09,1925.66,5819.33,127.12,12082.8
2026-06-04,1552.76,877.78,626.45,3523.07,1826.51,339.29,1899.64,218.85,2387.89,426.39,10920.21,2593.8,1910.68,5737.46,122.88,11869.8
2026-06-05,1581.42,888.69,639.16,3536.9,1829.71,350.72,1936.3,218.39,2374.09,434.77,11150.7,2627.77,1997.8,5849.55,129.29,11696.03
2026-06-08,1604.46,908.67,655.68,3598.67,1850.91,360.47,1971.21,229.79,2412.8,439.5,11535.6,2694.58,2039.52,6093.67,132.82,11990.45
2026-06-09,1606.59,895.16,659.52,3603.89,1821.92,368.31,1953.29,227.21,2424.74,437.87,11522.98,2690.07,2033.45,6089.61,133.54,12039.64
2026-06-10,1628.31,892.29,647.25,3561.99,1822.61,378.39,1957.37,218.88,2430.24,439.56,11688.54,2690.62,2032.06,5879.87,128.96,11977.12
2026-06-11,1680.11,899.76,650.43,3612.93,1820.75,379.0,1997.96,227.16,2461.09,448.47,11949.64,2775.87,2119.49,5952.85,134.34,12087.76
2026-06-12,1664.14,878.03,650.59,3594.83,1818.09,374.73,1974.72,224.26,2437.14,440.57,11733.37,2732.62,2065.71,6110.98,133.88,12095.94
2026-06-15,1652.82,854.35,639.28,3585.83,1775.93,365.04,1939.27,225.98,2442.41,434.07,11583.34,2706.2,2049.47,6129.85,131.74,11784.48
2026-06-16,1678.05,866.18,632.32,3664.1,1773.66,363.63,1955.06,228.67,2450.61,436.97,11712.73,2735.57,2043.82,6099.47,134.11,11754.28
2026-06-17,1659.63,859.52,632.74,3696.78,1752.98,358.87,1945.21,229.3,2433.23,441.18,11686.21,2702.27,2020.38,6124.45,133.98,11554.49
2026-06-18,1664.25,848.02,636.57,3659.43,1782.35,353.59,1917.14,230.62,2425.7,434.68,11880.45,2695.64,2018.71,6062.69,132.95,11809.01
2026-06-19,1661.27,845.8,622.03,3715.34,1786.87,347.81,1883.51,232.79,2470.78,434.92,11770.93,2688.49,2048.91,5943.64,133.36,11921.8
2026-06-22,1670.81,860.45,626.64,3707.31,1787.5,348.35,1901.59,242.6,2434.6,431.65,11908.13,2701.99,2103.51,5933.92,132.91,11629.37
2026-06-23,1679.97,844.2,644.64,3796.83,1822.44,347.81,1876.63,250.52,2466.89,435.11,12168.4,2720.17,2149.58,6019.49,135.37,11533.8
2026-06-24,1658.1,828.37,648.58,3802.35,1775.72,352.17,1882.38,244.29,2428.49,434.22,12029.63,2714.58,2141.38,5874.4,137.32,11521.56
2026-06-25,1637.87,822.42,659.61,3809.84,1785.26,350.14,1885.34,247.89,2435.17,435.36,12214.49,2743.89,2225.41,5818.85,140.45,11508.8
2026-06-26,1591.89,825.08,629.83,3668.35,1796.0,355.87,1870.74,246.61,2395.29,425.46,11982.18,2647.52,2161.61,5707.87,134.22,11147.11
2026-06-29,1584.71,827.72,632.15,3660.0,1797.97,353.41,1859.65,251.35,2346.84,425.26,11890.05,2639.48,2144.68,5673.34,132.95,11413.38
2026-06-30,1568.46,830.56,622.5,3574.0,1785.15,350.45,1856.01,247.11,2343.63,420.22,11745.41,2613.99,2076.97,5657.7,129.94,11383.94
2026-07-01,1577.44,810.61,608.49,3566.4,1776.99,339.61,1824.15,248.31,2317.95,410.88,11382.39,2539.22,2083.88,5502.14,128.15,11345.31
2026-07-02,1579.91,793.43,608.54,3590.14,1782.34,344.33,1809.24,249.53,2259.51,410.0,11125.98,2468.76,2087.8,5508.72,124.66,11173.25
2026-07-03,1561.84,795.94,618.05,3549.91,1732.17,348.37,1817.0,259.27,2273.15,411.09,11165.23,2447.81,2143.43,5404.21,124.39,11244.11
2026-07-06,1579.56,802.06,640.85,3591.74,1710.02,353.28,1825.41,258.77,2317.3,417.22,11268.28,2500.07,2128.45,5571.63,127.52,11267.51
2026-07-07,1554.96,799.56,640.99,3520.34,1693.23,341.7,1819.12,252.65,2332.05,407.29,10957.42,2481.64,2134.55,5376.69,124.34,11115.36
2026-07-08,1551.42,797.7,640.18,3498.99,1678.24,342.76,1800.13,251.41,2340.4,408.32,10980.98,2498.91,2136.87,5299.27,125.83,11201.16
2026-07-09,1546.98,797.55,639.05,3509.49,1698.44,335.65,1796.4,247.94,2334.51,408.59,10858.22,2448.42,2146.25,5304.13,124.27,10936.45
2026-07-10,1550.59,797.1,642.85,3496.78,1686.28,341.23,1807.84,243.35,2359.77,404.12,10765.29,2430.28,2094.19,5406.49,123.21,11126.19
2026-07-13,1560.06,811.33,652.34,3592.19,1660.77,348.82,1840.0,235.2,2412.6,407.86,10984.07,2475.02,2157.5,5480.04,124.04,11234.64
2026-07-14,1582.19,823.21,658.02,3593.09,1642.35,351.29,1888.92,234.93,2446.79,409.48,10964.39,2500.02,2192.08,5548.82,126.69,11459.34
2026-07-15,1585.59,814.21,677.1,3675.7,1605.9,344.62,1900.0,240.02,2444.04,420.42,11093.14,2566.01,2224.66,5619.56,128.63,11420.98
2026-07-16,1583.32,789.68,675.06,3673.47,1598.63,339.34,1868.7,237.6,2446.37,426.05,11080.94,2539.42,2238.4,5533.92,128.76,11276.89
2026-07-17,1609.21,795.72,662.21,3677.8,1584.27,339.93,1834.98,243.28,2446.37,417.92,11055.77,2511.91,2199.04,5461.09,127.01,11056.6
2026-07-20,1608.93,806.66,656.44,3653.19,1572.28,344.77,1843.49,242.65,2400.73,425.1,11129.25,2511.3,2177.21,5361.01,124.95,11071.08
2026-07-21,1632.62,797.38,664.11,3659.54,1597.34,350.98,1857.97,248.52,2414.96,423.04,11106.79,2538.41,2170.34,5281.14,124.6,11099.21
2026-07-22,1636.42,779.25,665.56,3661.17,1624.26,343.95,1863.29,250.05,2470.85,426.9,11217.52,2527.99,2124.56,5317.79,126.97,11049.09
2026-07-23,1628.44,773.72,659.05,3592.75,1604.2,341.25,1819.62,250.26,2469.87,425.8,10974.4,2476.33,2120.68,5184.46,124.76,10821.41
2026-07-24,1628.84,783.61,665.75,3619.4,1562.53,346.37,1836.27,251.63,2506.36,422.88,11149.58,2423.56,2154.5,5210.47,123.5,10659.19
2026-07-27,1629.68,803.5,664.24,3650.64,1577.96,339.31,1816.39,258.0,2514.05,425.34,11082.99,2419.4,2140.96,5130.56,124.42,10669.98
2026-07-28,1656.03,824.58,693.56,3761.84,1626.78,348.71,1888.77,265.84,2550.27,434.89,11610.16,2508.55,2213.2,5273.58,129.97,10810.45
2026-07-29,1690.76,832.38,714.43,3889.15,1661.89,357.25,1986.75,273.87,2588.41,444.31,11860.97,2563.38,2253.68,5331.62,139.85,10870.42
2026-07-30,1665.14,817.3,694.6,3913.34,1669.1,352.4,1976.41,272.75,2554.91,441.59,11906.99,2531.31,2240.53,5389.08,138.13,11008.55
2026-07-31,1670.32,815.53,705.53,3887.59,1640.03,342.36,1982.58,270.5,2526.79,444.46,11913.15,2517.95,2215.33,5397.21,136.78,10972.43
2026-08-03,1663.75,803.21,687.27,3847.3,1659.21,335.35,1941.48,267.67,2535.31,438.76,11570.5,2412.08,2154.05,5411.78,135.36,11023.06
2026-08-04,1659.99,788.98,666.68,3801.41,1629.93,331.63,1891.88,275.76,2559.8,435.79,11423.78,2393.06,2167.53,5326.83,131.1,10900.81
2026-08-05,1660.48,812.2,659.91,3813.47,1650.14,332.05,1885.73,275.49,2540.12,440.72,11546.08,2386.15,2173.36,5345.95,131.96,10958.74
2026-08-06,1685.33,838.94,661.12,3834.45,1633.37,333.8,1887.44,281.25,2582.32,447.58,11844.7,2442.81,2259.93,5335.45,137.96,11049.9
2026-08-07,1669.55,846.62,655.15,3869.49,1603.06,329.07,1843.72,284.66,2568.76,447.07,11713.87,2387.73,2242.03,5269.0,135.94,10759.75
2026-08-10,1673.09,832.24,647.02,3858.9,1623.98,326.49,1865.04,287.81,2566.94,442.1,11607.64,2362.77,2199.23,5217.64,131.67,10896.78
2026-08-11,1614.61,827.75,626.02,3771.58,1586.23,320.81,1828.19,280.72,2545.24,429.98,11324.65,2276.17,2178.48,5063.19,126.05,10703.04
2026-08-12,1607.39,833.54,629.84,3810.52,1600.56,318.84,1832.31,269.35,2567.06,427.44,11308.86,2275.62,2191.34,4973.02,127.76,10788.05
2026-08-13,1564.43,831.47,623.86,3690.55,1589.29,313.32,1805.55,268.27,2552.65,421.25,11022.01,2238.77,2184.2,4830.5,125.84,10601.84
2026-08-14,1536.64,841.61,622.09,3598.31,1579.14,311.86,1791.89,256.99,2579.19,421.71,10866.34,2214.51,2203.23,4657.37,123.42,10537.05
2026-08-17,1542.52,842.84,618.27,3596.3,1593.34,300.74,1793.64,260.58,2573.18,421.45,10750.07,2154.77,2163.04,4553.55,120.5,10354.91
2026-08-18,1553.14,850.29,622.58,3594.87,1586.97,302.37,1791.02,260.97,2587.06,420.56,10839.56,2124.45,2156.94,4587.36,119.49,10506.02
2026-08-19,1518.82,845.82,591.09,3543.24,1526.08,296.55,1767.8,259.89,2539.36,418.37,10707.82,2054.31,2108.92,4415.9,116.21,10406.91
2026-08-20,1479.07,839.99,576.83,3447.35,1489.85,291.94,1736.64,251.68,2569.85,417.11,10550.47,2005.6,2040.07,4275.67,114.88,10338.42
2026-08-21,1469.45,834.09,575.82,3517.38,1530.29,302.78,1769.57,251.41,2614.46,426.11,10899.65,2064.99,2083.47,4467.54,120.82,10682.46
2026-08-24,1445.36,826.71,566.33,3544.11,1519.37,290.54,1719.12,248.7,2612.09,418.42,10764.39,2032.74,2087.19,4375.71,118.62,10730.87
2026-08-25,1461.38,813.78,558.08,3535.66,1474.12,279.3,1663.22,245.37,2554.95,419.24,10539.17,1991.91,2066.85,4348.96,114.51,10742.84
2026-08-26,1491.54,811.57,579.79,3604.33,1485.79,286.01,1690.99,248.58,2562.66,426.14,10804.32,2035.08,2075.4,4462.36,116.56,10701.23
2026-08-27,1523.93,848.12,612.05,3689.68,1515.33,295.19,1744.77,257.41,2638.72,438.05,11185.79,2127.77,2104.23,4626.16,123.58,10842.84
2026-08-28,1513.77,859.6,604.25,3633.7,1491.7,292.07,1699.32,265.73,2627.36,432.2,10889.01,2091.41,2119.49,4482.42,119.11,10613.79
2026-08-31,1488.21,872.41,597.15,3544.29,1460.7,288.99,1691.87,268.21,2573.54,427.78,10859.56,2084.34,2107.84,4452.51,117.99,10679.06
2026-09-01,1488.86,877.51,603.69,3564.76,1453.58,292.71,1698.8,273.92,2604.55,424.28,10927.44,2129.06,2098.74,4370.31,119.1,10728.07
2026-09-02,1513.66,904.89,613.06,3654.82,1463.53,302.13,1690.33,283.33,2617.74,433.13,11260.94,2176.83,2133.26,4589.45,121.27,10681.94
2026-09-03,1498.89,898.12,605.03,3563.45,1464.14,300.84,1656.13,286.95,2637.75,426.62,11150.81,2140.62,2070.21,4450.24,117.71,10577.03
2026-09-04,1505.76,898.7,611.1,3531.3,1475.65,298.9,1658.9,285.19,2631.48,435.76,11132.05,2139.46,2101.2,4377.43,117.03,10362.94
2026-09-07,1520.89,891.17,612.62,3516.49,1483.49,292.76,1679.43,278.13,2648.81,435.2,11305.18,2165.78,2109.36,4347.81,119.35,10415.8
2026-09-08,1535.72,898.68,622.79,3496.96,1481.97,297.26,1666.17,278.61,2685.86,432.7,11370.11,2171.52,2156.25,4278.25,121.74,10236.88
2026-09-09,1521.2,896.7,625.33,3485.88,1479.2,301.03,1662.18,281.08,2656.58,432.88,11345.32,2129.92,2148.01,4340.64,121.73,10273.91
2026-09-10,1531.15,880.6,616.08,3409.3,1461.97,303.23,1678.01,276.14,2629.03,437.42,11256.26,2115.8,2183.14,4477.78,121.51,10310.63
2026-09-11,1533.6,870.69,612.98,3384.99,1422.29,295.04,1667.42,270.92,2602.38,432.12,11068.92,2050.18,2155.49,4391.6,117.49,10447.3
